;name;distance;dist_change;power;accuracy;complexity;stam_cost;time_cost;qi_cost;features;functions;tier;freq
199;Advanced Energy Claw;1;0;26;26;1;27;42;25;{'advanced', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];5;3
200;Expert Energy Claw;1;0;28;28;1;28;40;30;{'expert', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];6;3
201;Ultimate Energy Claw;1;0;29;29;1;30;38;35;{'ultimate', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];7;3
202;Long Energy Claw;2;0;23;23;1;19;50;15;{'long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];3;2
203;Skillful Long Energy Claw;2;0;24;24;1;23;48;20;{'long', 'skillful', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];4;2
204;Superior Long Energy Claw;2;0;25;25;1;25;45;25;{'long', 'superior', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];5;2
205;Advanced Long Energy Claw;2;0;26;26;1;27;42;30;{'long', 'advanced', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];6;2
206;Expert Long Energy Claw;2;0;28;28;1;28;40;35;{'long', 'expert', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];7;2
207;Ultimate Long Energy Claw;2;0;29;29;1;30;38;40;{'long', 'ultimate', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];8;2
208;Ferocious Claw;1;0;23;23;1;23;50;15;{'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];3;3
209;Skillful Ferocious Claw;1;0;24;24;1;28;48;20;{'skillful', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];4;3
210;Superior Ferocious Claw;1;0;25;25;1;30;45;25;{'ferocious', 'superior', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];5;3
211;Advanced Ferocious Claw;1;0;26;26;1;32;42;30;{'ferocious', 'advanced', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];6;3
212;Expert Ferocious Claw;1;0;28;28;1;34;40;35;{'expert', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];7;3
213;Ultimate Ferocious Claw;1;0;29;29;1;37;38;40;{'ultimate', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];8;3
214;Long Ferocious Claw;2;0;23;23;1;23;50;20;{'long', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];4;2
215;Skillful Long Ferocious Claw;2;0;24;24;1;28;48;25;{'long', 'skillful', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];5;2
216;Superior Long Ferocious Claw;2;0;25;25;1;30;45;30;{'long', 'ferocious', 'superior', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];6;2
217;Advanced Long Ferocious Claw;2;0;26;26;1;32;42;35;{'long', 'ferocious', 'advanced', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];7;2
218;Expert Long Ferocious Claw;2;0;28;28;1;34;40;40;{'long', 'expert', 'ferocious', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];8;2
219;Ultimate Long Ferocious Claw;2;0;29;29;1;37;38;45;{'long', 'ferocious', 'ultimate', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];9;2
220;Piercing Claw;1;0;23;23;1;23;50;15;{'piercing', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];3;3
221;Skillful Piercing Claw;1;0;24;24;1;28;48;20;{'piercing', 'skillful', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];4;3
222;Superior Piercing Claw;1;0;25;25;1;30;45;25;{'piercing', 'superior', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];5;3
223;Advanced Piercing Claw;1;0;26;26;1;32;42;30;{'piercing', 'advanced', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];6;3
224;Expert Piercing Claw;1;0;28;28;1;34;40;35;{'piercing', 'expert', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];7;3
225;Ultimate Piercing Claw;1;0;29;29;1;37;38;40;{'ultimate', 'piercing', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];8;3
226;Long Piercing Claw;2;0;23;23;1;23;50;20;{'long', 'piercing', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];4;2
227;Skillful Long Piercing Claw;2;0;24;24;1;28;48;25;{'long', 'piercing', 'skillful', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];5;2
228;Superior Long Piercing Claw;2;0;25;25;1;30;45;30;{'long', 'piercing', 'superior', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];6;2
229;Advanced Long Piercing Claw;2;0;26;26;1;32;42;35;{'long', 'piercing', 'advanced', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];7;2
230;Expert Long Piercing Claw;2;0;28;28;1;34;40;40;{'long', 'piercing', 'expert', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];8;2
231;Ultimate Long Piercing Claw;2;0;29;29;1;37;38;45;{'long', 'piercing', 'ultimate', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];9;2
232;Long Shocking Claw;2;0;23;23;1;19;50;15;{'shocking', 'long', 'claw'};['cause_bleeding', 'do_shock_move'];3;2
233;Skillful Long Shocking Claw;2;0;24;24;1;23;48;20;{'shocking', 'skillful', 'long', 'claw'};['cause_bleeding', 'do_shock_move'];4;2
234;Superior Long Shocking Claw;2;0;25;25;1;25;45;25;{'shocking', 'long', 'superior', 'claw'};['cause_bleeding', 'do_shock_move'];5;2
235;Advanced Long Shocking Claw;2;0;26;26;1;27;42;30;{'shocking', 'long', 'advanced', 'claw'};['cause_bleeding', 'do_shock_move'];6;2
236;Expert Long Shocking Claw;2;0;28;28;1;28;40;35;{'shocking', 'expert', 'long', 'claw'};['cause_bleeding', 'do_shock_move'];7;2
237;Ultimate Long Shocking Claw;2;0;29;29;1;30;38;40;{'shocking', 'long', 'ultimate', 'claw'};['cause_bleeding', 'do_shock_move'];8;2
238;Long Solar Claw;2;0;23;23;1;19;50;15;{'solar', 'long', 'claw'};['cause_bleeding', 'do_stam_dam'];3;2
239;Skillful Long Solar Claw;2;0;24;24;1;23;48;20;{'solar', 'long', 'skillful', 'claw'};['cause_bleeding', 'do_stam_dam'];4;2
240;Superior Long Solar Claw;2;0;25;25;1;25;45;25;{'solar', 'long', 'superior', 'claw'};['cause_bleeding', 'do_stam_dam'];5;2
241;Advanced Long Solar Claw;2;0;26;26;1;27;42;30;{'solar', 'long', 'advanced', 'claw'};['cause_bleeding', 'do_stam_dam'];6;2
242;Expert Long Solar Claw;2;0;28;28;1;28;40;35;{'solar', 'long', 'expert', 'claw'};['cause_bleeding', 'do_stam_dam'];7;2
243;Ultimate Long Solar Claw;2;0;29;29;1;30;38;40;{'solar', 'long', 'ultimate', 'claw'};['cause_bleeding', 'do_stam_dam'];8;2
244;Long Nerve Claw;2;0;23;23;1;19;50;15;{'long', 'nerve', 'claw'};['cause_bleeding', 'do_mob_dam'];3;2
245;Skillful Long Nerve Claw;2;0;24;24;1;23;48;20;{'long', 'skillful', 'nerve', 'claw'};['cause_bleeding', 'do_mob_dam'];4;2
246;Superior Long Nerve Claw;2;0;25;25;1;25;45;25;{'long', 'nerve', 'superior', 'claw'};['cause_bleeding', 'do_mob_dam'];5;2
247;Advanced Long Nerve Claw;2;0;26;26;1;27;42;30;{'long', 'nerve', 'advanced', 'claw'};['cause_bleeding', 'do_mob_dam'];6;2
248;Expert Long Nerve Claw;2;0;28;28;1;28;40;35;{'long', 'expert', 'nerve', 'claw'};['cause_bleeding', 'do_mob_dam'];7;2
249;Ultimate Long Nerve Claw;2;0;29;29;1;30;38;40;{'long', 'nerve', 'ultimate', 'claw'};['cause_bleeding', 'do_mob_dam'];8;2
250;Debilitating Claw;1;0;23;23;1;19;50;20;{'debilitating', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];4;2
251;Skillful Debilitating Claw;1;0;24;24;1;23;48;25;{'debilitating', 'skillful', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];5;2
252;Superior Debilitating Claw;1;0;25;25;1;25;45;30;{'debilitating', 'superior', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];6;2
253;Advanced Debilitating Claw;1;0;26;26;1;27;42;35;{'debilitating', 'advanced', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];7;2
254;Expert Debilitating Claw;1;0;28;28;1;28;40;40;{'debilitating', 'expert', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];8;2
255;Ultimate Debilitating Claw;1;0;29;29;1;30;38;45;{'debilitating', 'ultimate', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];9;2
256;Long Debilitating Claw;2;0;23;23;1;19;50;25;{'debilitating', 'long', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];5;1
257;Skillful Long Debilitating Claw;2;0;24;24;1;23;48;30;{'debilitating', 'long', 'skillful', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];6;1
258;Superior Long Debilitating Claw;2;0;25;25;1;25;45;35;{'debilitating', 'long', 'superior', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];7;1
259;Advanced Long Debilitating Claw;2;0;26;26;1;27;42;40;{'debilitating', 'long', 'advanced', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];8;1
260;Expert Long Debilitating Claw;2;0;28;28;1;28;40;45;{'debilitating', 'long', 'expert', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];9;1
261;Ultimate Long Debilitating Claw;2;0;29;29;1;30;38;50;{'debilitating', 'long', 'ultimate', 'claw'};['cause_bleeding', 'do_shock_move', 'do_stam_dam', 'do_mob_dam'];10;1
262;Long Drunken Claw;2;0;23;23;2;19;50;10;{'long', 'drunken', 'claw'};['cause_bleeding', 'cause_off_balance'];2;2
263;Skillful Long Drunken Claw;2;0;24;24;2;23;48;15;{'long', 'skillful', 'drunken', 'claw'};['cause_bleeding', 'cause_off_balance'];3;2
264;Superior Long Drunken Claw;2;0;25;25;2;25;45;20;{'long', 'drunken', 'superior', 'claw'};['cause_bleeding', 'cause_off_balance'];4;2
265;Advanced Long Drunken Claw;2;0;26;26;2;27;42;25;{'advanced', 'long', 'drunken', 'claw'};['cause_bleeding', 'cause_off_balance'];5;2
266;Expert Long Drunken Claw;2;0;28;28;2;28;40;30;{'long', 'expert', 'drunken', 'claw'};['cause_bleeding', 'cause_off_balance'];6;2
267;Ultimate Long Drunken Claw;2;0;29;29;2;30;38;35;{'long', 'drunken', 'ultimate', 'claw'};['cause_bleeding', 'cause_off_balance'];7;2
268;Ultra Long Claw;3;0;23;23;1;19;50;10;{'ultra long', 'claw'};['cause_bleeding'];2;1
269;Skillful Ultra Long Claw;3;0;24;24;1;23;48;15;{'skillful', 'ultra long', 'claw'};['cause_bleeding'];3;1
270;Superior Ultra Long Claw;3;0;25;25;1;25;45;20;{'ultra long', 'superior', 'claw'};['cause_bleeding'];4;1
271;Advanced Ultra Long Claw;3;0;26;26;1;27;42;25;{'advanced', 'ultra long', 'claw'};['cause_bleeding'];5;1
272;Expert Ultra Long Claw;3;0;28;28;1;28;40;30;{'expert', 'ultra long', 'claw'};['cause_bleeding'];6;1
273;Ultimate Ultra Long Claw;3;0;29;29;1;30;38;35;{'ultimate', 'ultra long', 'claw'};['cause_bleeding'];7;1
274;Ultra Long Light Claw;3;0;18;25;1;14;50;15;{'light', 'ultra long', 'claw'};['cause_bleeding'];3;1
275;Skillful Ultra Long Light Claw;3;0;19;26;1;17;48;20;{'light', 'skillful', 'ultra long', 'claw'};['cause_bleeding'];4;1
276;Superior Ultra Long Light Claw;3;0;20;28;1;18;45;25;{'light', 'ultra long', 'superior', 'claw'};['cause_bleeding'];5;1
277;Advanced Ultra Long Light Claw;3;0;21;29;1;20;42;30;{'advanced', 'light', 'ultra long', 'claw'};['cause_bleeding'];6;1
278;Expert Ultra Long Light Claw;3;0;22;30;1;21;40;35;{'light', 'ultra long', 'expert', 'claw'};['cause_bleeding'];7;1
279;Ultimate Ultra Long Light Claw;3;0;22;31;1;22;38;40;{'ultimate', 'light', 'ultra long', 'claw'};['cause_bleeding'];8;1
280;Ultra Long Heavy Claw;3;0;28;21;1;24;50;15;{'ultra long', 'heavy', 'claw'};['cause_bleeding'];3;1
281;Skillful Ultra Long Heavy Claw;3;0;29;22;1;29;48;20;{'skillful', 'ultra long', 'heavy', 'claw'};['cause_bleeding'];4;1
282;Superior Ultra Long Heavy Claw;3;0;31;23;1;31;45;25;{'superior', 'ultra long', 'heavy', 'claw'};['cause_bleeding'];5;1
283;Advanced Ultra Long Heavy Claw;3;0;32;24;1;34;42;30;{'advanced', 'ultra long', 'heavy', 'claw'};['cause_bleeding'];6;1
284;Expert Ultra Long Heavy Claw;3;0;34;25;1;36;40;35;{'expert', 'ultra long', 'heavy', 'claw'};['cause_bleeding'];7;1
285;Ultimate Ultra Long Heavy Claw;3;0;35;26;1;38;38;40;{'ultimate', 'ultra long', 'heavy', 'claw'};['cause_bleeding'];8;1
286;Ultra Long Charging Claw;4;-1;23;23;1;21;60;20;{'charging', 'ultra long', 'claw'};['cause_bleeding'];4;1
287;Skillful Ultra Long Charging Claw;4;-1;24;24;1;25;57;25;{'charging', 'skillful', 'ultra long', 'claw'};['cause_bleeding'];5;1
288;Superior Ultra Long Charging Claw;4;-1;25;25;1;27;54;30;{'charging', 'ultra long', 'superior', 'claw'};['cause_bleeding'];6;1
289;Advanced Ultra Long Charging Claw;4;-1;26;26;1;29;51;35;{'advanced', 'charging', 'ultra long', 'claw'};['cause_bleeding'];7;1
290;Expert Ultra Long Charging Claw;4;-1;28;28;1;32;48;40;{'charging', 'expert', 'ultra long', 'claw'};['cause_bleeding'];8;1
291;Ultimate Ultra Long Charging Claw;4;-1;29;29;1;34;45;45;{'charging', 'ultra long', 'ultimate', 'claw'};['cause_bleeding'];9;1
292;Ultra Long Pushing Claw;3;0;23;23;1;19;50;15;{'pushing', 'ultra long', 'claw'};['cause_bleeding', 'do_knockback'];3;1
293;Skillful Ultra Long Pushing Claw;3;0;24;24;1;23;48;20;{'skillful', 'pushing', 'ultra long', 'claw'};['cause_bleeding', 'do_knockback'];4;1
294;Superior Ultra Long Pushing Claw;3;0;25;25;1;25;45;25;{'pushing', 'ultra long', 'superior', 'claw'};['cause_bleeding', 'do_knockback'];5;1
295;Advanced Ultra Long Pushing Claw;3;0;26;26;1;27;42;30;{'advanced', 'pushing', 'ultra long', 'claw'};['cause_bleeding', 'do_knockback'];6;1
296;Expert Ultra Long Pushing Claw;3;0;28;28;1;28;40;35;{'expert', 'pushing', 'ultra long', 'claw'};['cause_bleeding', 'do_knockback'];7;1
297;Ultimate Ultra Long Pushing Claw;3;0;29;29;1;30;38;40;{'ultimate', 'pushing', 'ultra long', 'claw'};['cause_bleeding', 'do_knockback'];8;1
298;Ultra Long Acrobatic Claw;3;0;23;23;3;24;50;20;{'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];4;1
299;Skillful Ultra Long Acrobatic Claw;3;0;24;24;3;29;48;25;{'skillful', 'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];5;1
300;Superior Ultra Long Acrobatic Claw;3;0;25;25;3;31;45;30;{'superior', 'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];6;1
301;Advanced Ultra Long Acrobatic Claw;3;0;26;26;3;34;42;35;{'advanced', 'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];7;1
302;Expert Ultra Long Acrobatic Claw;3;0;28;28;3;36;40;40;{'expert', 'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];8;1
303;Ultimate Ultra Long Acrobatic Claw;3;0;29;29;3;38;38;45;{'ultimate', 'ultra long', 'acrobatic', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_strength_based_dam'];9;1
304;Ultra Long Power Claw;3;0;23;23;1;19;50;20;{'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];4;1
305;Skillful Ultra Long Power Claw;3;0;24;24;1;23;48;25;{'skillful', 'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];5;1
306;Superior Ultra Long Power Claw;3;0;25;25;1;25;45;30;{'superior', 'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];6;1
307;Advanced Ultra Long Power Claw;3;0;26;26;1;27;42;35;{'advanced', 'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];7;1
308;Expert Ultra Long Power Claw;3;0;28;28;1;28;40;40;{'expert', 'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];8;1
309;Ultimate Ultra Long Power Claw;3;0;29;29;1;30;38;45;{'ultimate', 'ultra long', 'power', 'claw'};['cause_bleeding', 'do_strength_based_dam'];9;1
310;Ultra Long Trick Claw;3;0;23;23;1;19;50;20;{'ultra long', 'trick', 'claw'};['cause_bleeding', 'do_agility_based_dam'];4;1
311;Skillful Ultra Long Trick Claw;3;0;24;24;1;23;48;25;{'skillful', 'ultra long', 'trick', 'claw'};['cause_bleeding', 'do_agility_based_dam'];5;1
312;Superior Ultra Long Trick Claw;3;0;25;25;1;25;45;30;{'ultra long', 'trick', 'superior', 'claw'};['cause_bleeding', 'do_agility_based_dam'];6;1
313;Advanced Ultra Long Trick Claw;3;0;26;26;1;27;42;35;{'advanced', 'ultra long', 'trick', 'claw'};['cause_bleeding', 'do_agility_based_dam'];7;1
314;Expert Ultra Long Trick Claw;3;0;28;28;1;28;40;40;{'expert', 'ultra long', 'trick', 'claw'};['cause_bleeding', 'do_agility_based_dam'];8;1
315;Ultimate Ultra Long Trick Claw;3;0;29;29;1;30;38;45;{'ultimate', 'ultra long', 'trick', 'claw'};['cause_bleeding', 'do_agility_based_dam'];9;1
316;Ultra Long Lightning Claw;3;0;23;23;1;19;50;20;{'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];4;1
317;Skillful Ultra Long Lightning Claw;3;0;24;24;1;23;48;25;{'skillful', 'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];5;1
318;Superior Ultra Long Lightning Claw;3;0;25;25;1;25;45;30;{'superior', 'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];6;1
319;Advanced Ultra Long Lightning Claw;3;0;26;26;1;27;42;35;{'advanced', 'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];7;1
320;Expert Ultra Long Lightning Claw;3;0;28;28;1;28;40;40;{'expert', 'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];8;1
321;Ultimate Ultra Long Lightning Claw;3;0;29;29;1;30;38;45;{'ultimate', 'ultra long', 'lightning', 'claw'};['cause_bleeding', 'do_speed_based_dam'];9;1
322;Ultra Long Energy Claw;3;0;23;23;1;19;50;20;{'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];4;1
323;Skillful Ultra Long Energy Claw;3;0;24;24;1;23;48;25;{'skillful', 'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];5;1
324;Superior Ultra Long Energy Claw;3;0;25;25;1;25;45;30;{'superior', 'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];6;1
325;Advanced Ultra Long Energy Claw;3;0;26;26;1;27;42;35;{'advanced', 'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];7;1
326;Expert Ultra Long Energy Claw;3;0;28;28;1;28;40;40;{'expert', 'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];8;1
327;Ultimate Ultra Long Energy Claw;3;0;29;29;1;30;38;45;{'ultimate', 'ultra long', 'energy', 'claw'};['cause_bleeding', 'do_qi_based_dam'];9;1
328;Ultra Long Ferocious Claw;3;0;23;23;1;23;50;25;{'ferocious', 'ultra long', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];5;1
329;Skillful Ultra Long Ferocious Claw;3;0;24;24;1;28;48;30;{'skillful', 'ferocious', 'ultra long', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];6;1
330;Superior Ultra Long Ferocious Claw;3;0;25;25;1;30;45;35;{'ferocious', 'ultra long', 'superior', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];7;1
331;Advanced Ultra Long Ferocious Claw;3;0;26;26;1;32;42;40;{'advanced', 'ferocious', 'ultra long', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];8;1
332;Expert Ultra Long Ferocious Claw;3;0;28;28;1;34;40;45;{'expert', 'ferocious', 'ultra long', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];9;1
333;Ultimate Ultra Long Ferocious Claw;3;0;29;29;1;37;38;50;{'ultimate', 'ferocious', 'ultra long', 'claw'};['cause_bleeding', 'do_speed_based_dam', 'do_strength_based_dam'];10;1
334;Ultra Long Piercing Claw;3;0;23;23;1;23;50;25;{'piercing', 'ultra long', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];5;1
335;Skillful Ultra Long Piercing Claw;3;0;24;24;1;28;48;30;{'piercing', 'skillful', 'ultra long', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];6;1
336;Superior Ultra Long Piercing Claw;3;0;25;25;1;30;45;35;{'piercing', 'ultra long', 'superior', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];7;1
337;Advanced Ultra Long Piercing Claw;3;0;26;26;1;32;42;40;{'advanced', 'piercing', 'ultra long', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];8;1
338;Expert Ultra Long Piercing Claw;3;0;28;28;1;34;40;45;{'piercing', 'expert', 'ultra long', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];9;1
339;Ultimate Ultra Long Piercing Claw;3;0;29;29;1;37;38;50;{'ultimate', 'piercing', 'ultra long', 'claw'};['cause_bleeding', 'do_agility_based_dam', 'do_speed_based_dam'];10;1
340;Ultra Long Shocking Claw;3;0;23;23;1;19;50;20;{'shocking', 'ultra long', 'claw'};['cause_bleeding', 'do_shock_move'];4;1
341;Skillful Ultra Long Shocking Claw;3;0;24;24;1;23;48;25;{'shocking', 'skillful', 'ultra long', 'claw'};['cause_bleeding', 'do_shock_move'];5;1
342;Superior Ultra Long Shocking Claw;3;0;25;25;1;25;45;30;{'shocking', 'ultra long', 'superior', 'claw'};['cause_bleeding', 'do_shock_move'];6;1
343;Advanced Ultra Long Shocking Claw;3;0;26;26;1;27;42;35;{'advanced', 'shocking', 'ultra long', 'claw'};['cause_bleeding', 'do_shock_move'];7;1
344;Expert Ultra Long Shocking Claw;3;0;28;28;1;28;40;40;{'shocking', 'expert', 'ultra long', 'claw'};['cause_bleeding', 'do_shock_move'];8;1
345;Ultimate Ultra Long Shocking Claw;3;0;29;29;1;30;38;45;{'shocking', 'ultra long', 'ultimate', 'claw'};['cause_bleeding', 'do_shock_move'];9;1
346;Ultra Long Solar Claw;3;0;23;23;1;19;50;20;{'solar', 'ultra long', 'claw'};['cause_bleeding', 'do_stam_dam'];4;1
347;Skillful Ultra Long Solar Claw;3;0;24;24;1;23;48;25;{'solar', 'skillful', 'ultra long', 'claw'};['cause_bleeding', 'do_stam_dam'];5;1
348;Superior Ultra Long Solar Claw;3;0;25;25;1;25;45;30;{'solar', 'ultra long', 'superior', 'claw'};['cause_bleeding', 'do_stam_dam'];6;1
349;Advanced Ultra Long Solar Claw;3;0;26;26;1;27;42;35;{'solar', 'advanced', 'ultra long', 'claw'};['cause_bleeding', 'do_stam_dam'];7;1
350;Expert Ultra Long Solar Claw;3;0;28;28;1;28;40;40;{'solar', 'expert', 'ultra long', 'claw'};['cause_bleeding', 'do_stam_dam'];8;1
351;Ultimate Ultra Long Solar Claw;3;0;29;29;1;30;38;45;{'solar', 'ultimate', 'ultra long', 'claw'};['cause_bleeding', 'do_stam_dam'];9;1
352;Ultra Long Nerve Claw;3;0;23;23;1;19;50;20;{'nerve', 'ultra long', 'claw'};['cause_bleeding', 'do_mob_dam'];4;1
353;Skillful Ultra Long Nerve Claw;3;0;24;24;1;23;48;25;{'skillful', 'nerve', 'ultra long', 'claw'};['cause_bleeding', 'do_mob_dam'];5;1
